2020/10/20 23:56:46 1271
2020/10/21 00:07:19 1206
2020/10/21 00:14:41 1192
2020/10/21 00:35:23 1195
2020/10/21 00:56:43 1198
2020/10/21 01:05:29 1195
2020/10/21 01:21:01 1190
2020/10/21 01:43:23 1211
2020/10/21 02:03:10 1189
2020/10/21 02:13:50 1190
2020/10/21 02:25:24 1191
2020/10/21 02:42:13 1179
2020/10/21 03:00:59 1194
2020/10/21 03:19:32 1184
2020/10/21 03:36:16 1184
2020/10/21 03:56:30 1195
2020/10/21 04:17:35 1186
2020/10/21 04:33:28 1184
2020/10/21 04:46:32 1188
2020/10/21 04:52:36 1184
2020/10/21 05:17:26 1184
2020/10/21 05:38:20 1188
2020/10/21 05:44:51 1197
2020/10/21 05:57:07 1184
2020/10/21 05:57:23 1136
2020/10/21 06:00:33 1186
2020/10/21 06:01:39 1144
2020/10/21 06:21:02 1180
2020/10/21 06:44:29 1181
2020/10/21 06:45:42 1136
2020/10/21 06:59:46 1182
2020/10/21 07:10:40 1183
2020/10/21 07:25:43 1182
2020/10/21 07:26:57 1136
2020/10/21 07:35:27 1187
2020/10/21 07:40:59 1185
2020/10/21 07:52:02 1211
2020/10/21 08:07:35 1180
2020/10/21 08:08:34 1137
2020/10/21 08:26:58 1194
2020/10/21 08:46:23 1191
2020/10/21 08:58:23 1184
2020/10/21 09:01:55 1192
2020/10/21 09:11:26 1255
2020/10/21 09:17:13 1195
2020/10/21 09:29:06 1185
2020/10/21 09:44:31 1178
2020/10/21 09:52:58 1183
2020/10/21 10:13:45 1184
2020/10/21 10:20:27 1192
2020/10/21 10:21:26 1143
2020/10/21 10:43:59 1192
2020/10/21 10:59:22 1193
2020/10/21 11:19:13 1186
2020/10/21 11:35:13 1179
2020/10/21 11:55:33 1179
2020/10/21 12:13:53 1194
2020/10/21 12:31:36 1197
2020/10/21 12:40:40 1188
2020/10/21 13:00:09 1220
2020/10/21 13:06:55 1186
2020/10/21 13:28:37 1182
2020/10/21 13:31:49 1196
2020/10/21 13:54:24 1212
2020/10/21 14:05:49 1188
2020/10/21 14:14:30 1191
2020/10/21 14:33:32 1193
2020/10/21 14:56:21 1185
2020/10/21 14:59:36 1198
2020/10/21 15:07:20 1203
2020/10/21 15:18:40 1249
2020/10/21 15:37:57 1184
2020/10/21 15:42:56 1184
2020/10/21 15:49:33 1194
2020/10/21 15:54:24 1188
2020/10/21 16:07:16 2243
2020/10/21 16:09:20 1190
2020/10/21 16:31:28 1190
2020/10/21 16:55:11 1194
2020/10/21 17:07:03 1181
2020/10/21 17:20:03 1179
2020/10/21 17:24:47 1189
2020/10/21 17:38:55 1187
2020/10/21 17:54:49 1189
2020/10/21 18:05:21 1179
2020/10/21 18:16:04 1203
2020/10/21 18:21:55 1191
2020/10/21 18:27:38 1199
2020/10/21 18:32:16 1180
2020/10/21 18:36:09 1183
2020/10/21 18:53:29 1194
2020/10/21 19:07:09 1191
2020/10/21 19:25:27 1188
2020/10/21 19:33:09 1186
2020/10/22 10:02:40 1214
2020/10/22 10:21:02 1184
2020/10/22 10:22:55 1192
2020/10/22 10:23:18 1132
2020/10/22 10:43:49 1190
2020/10/22 10:44:59 1144
